,LSTAR_rndWords_total_reset_mean,LSTAR_rndWords_total_reset_std,LIP_rndWords_rndWords_total_reset_mean,LIP_rndWords_rndWords_total_reset_std,LIP_rndWords_rndWords_TOTAL_RST_progress,LIP_rndWords_rndWords_TOTAL_RST_pvalue
0,7376.603550295858,14022.257333143338,6141.905325443787,17976.273553877632,16.73803148608347,0.036560686615481355
1,47154.791666666664,31550.570889865834,12348.25,22128.71498705383,73.81337174111857,6.819136488089728e-11
2,80136.625,24688.56537448055,3086.5,2619.688963725783,96.14845272058812,1.8326226617761163e-09
3,135341.6,42511.00955752521,16057.8,30096.94748567628,88.13535527879085,5.174117663480889e-08
4,169874.0,25997.563424290358,2236.2,723.573201395531,98.68361255989734,3.1121974817971512e-09
5,260361.5,47369.28311831265,3209.25,853.3715904742618,98.76738688323734,5.357317790191273e-07
6,415046.4375,97715.14651814477,36354.6875,38263.08800871279,91.24081446910384,9.895479525703061e-11
