,LSTAR_wp_total_sym_mean,LSTAR_wp_total_sym_std,LIP_wp_rndWords_total_sym_mean,LIP_wp_rndWords_total_sym_std,LIP_wp_rndWords_TOTAL_SYM_progress,LIP_wp_rndWords_TOTAL_SYM_pvalue
0,2377945.1360946745,4183649.03300284,2633813.6213017753,4446091.530630255,-10.760066804035539,0.999958199603062
1,31997568.166666668,15490050.0969716,32379547.5,14471039.691356013,-1.1937761374355205,0.6586321202669394
2,91211445.6875,38016356.53946727,93003376.625,38472282.08683096,-1.9645899963468771,0.8860096127891509
3,159853219.1,47800367.18272762,148020590.6,40793059.694015235,7.402183432163367,0.011127191635819704
4,244298215.2,71258476.53612491,233696858.4,77156383.73245707,4.339514634325492,0.017783560514809543
5,462347930.125,147973222.60655805,508366781.5,156224098.77222842,-9.953294559479996,0.9970692032757951
6,688956289.9375,200844946.2328819,686001184.5625,208290019.9355384,0.4289249431583042,0.44030584975437953
