,LSTAR_rndWords_total_sym_mean,LSTAR_rndWords_total_sym_std,LIP_rndWords_rndWords_total_sym_mean,LIP_rndWords_rndWords_total_sym_std,LIP_rndWords_rndWords_TOTAL_SYM_progress,LIP_rndWords_rndWords_TOTAL_SYM_pvalue
0,193374.60946745562,592999.2144964194,338668.88165680476,934825.9152923989,-75.13616838812634,0.9999922963966631
1,833301.6666666666,1418212.6308271962,631741.7916666666,1148914.1313491727,24.188104147957624,0.006962511282273553
2,532966.625,175303.42612657824,151121.8125,38707.9238661694,71.64516399127243,2.5994926169249354e-08
3,1656498.4,1673810.1921579465,797162.1,1468388.8291783126,51.87667552229449,0.0016416120072580676
4,1092914.0,245386.51452759173,153829.5,24424.62292782976,85.92483031601755,1.4929019230976915e-07
5,2055351.5,501709.63485181634,193374.625,36261.32262554098,90.59165184154632,4.845016184516772e-06
6,5012794.9375,2579798.3412462682,1844172.625,1968938.3649422473,63.210690882166176,2.183074633026974e-07
