,LSTAR_rndWords_total_sym_mean,LSTAR_rndWords_total_sym_std,LIP_rndWords_rndWords_total_sym_mean,LIP_rndWords_rndWords_total_sym_std,LIP_rndWords_rndWords_TOTAL_SYM_progress,LIP_rndWords_rndWords_TOTAL_SYM_pvalue
0,193374.609,592999.214,338668.882,934825.915,-75.136,0.9999922963966631
1,833301.667,1418212.631,631741.792,1148914.131,24.188,0.006962511282273553
2,532966.625,175303.426,151121.812,38707.924,71.645,2.5994926169249354e-08
3,1656498.4,1673810.192,797162.1,1468388.829,51.877,0.0016416120072580676
4,1092914.0,245386.515,153829.5,24424.623,85.925,1.4929019230976915e-07
5,2055351.5,501709.635,193374.625,36261.323,90.592,4.845016184516772e-06
6,5012794.938,2579798.341,1844172.625,1968938.365,63.211,2.183074633026974e-07
